ColumnName,Tables,DataType,DataLength,Key
IdGenericTableLog,dbo.GenericTableLog,bigint, ,PK
IdGirosLatinos,dbo.GirosLatinosSerial,int, ,PK
IdGroup,"dbo.ProductsByProvider,dbo.LogUserAssigment",int, , 
IdGroups,"dbo.Groups,collection.Groups,collection.GroupsDetail,collection.Group_Assigment",int, , 
IdGroupsDetail,collection.GroupsDetail,int, , 
IdIdentificationByCountry,dbo.CustomerIdentifTypeByCountry,int, ,PK
IdIdentificationCountry,dbo.CustomerHistoryRequest,int, ,FK
IdIdentificationType,"dbo.Checks,dbo.CustomerHistoryRequest",int, ,FK
IdInfoLogForStoreProcedure,Soporte.InfoLogForStoreProcedure,int, ,PK
IdInpamexSerial,"dbo.InpamexSerial,dbo.InpamexSerial2",int, ,PK
IdInterfax,FAX.InterFaxNotConfirmed,int, , 
IdInvAccount,"dbo.InvSubAccount,dbo.InvAccount",int, ,"FK,PK"
IdInvHistory,dbo.InvHistory,int, ,PK
IdInvItem,"dbo.InvItem,dbo.InvItenAgent,dbo.InvItemSeller,dbo.InvHistory",int, ,"FK,PK"
IdInvItemAgent,dbo.InvItenAgent,int, ,PK
IdInvItemSeller,dbo.InvItemSeller,int, ,PK
IdInvStatus,"dbo.InvItem,dbo.InvStatus",int, ,"FK,PK"
IdInvSubAccount,"dbo.InvSubAccount,dbo.InvItem",int, ,"FK,PK"
IdIssuer,"dbo.IssuerChecks,dbo.Checks,dbo.CC_AccVerifByAg",int, ,PK
IdIssuerCheck,"dbo.DenyListIssuerChecks,dbo.WhiteListIssuerChecks",int, ,FK
IdJob,dbo.NSProcessJob,nvarchar,200, 
IdKYCAction,"dbo.DenyListIssuerCheckActions,dbo.BrokenRulesByTransfer,dbo.BrokenRulesByPretransfer,dbo.KYCAction,dbo.DenyListCustomerActions,dbo.DenyListBeneficiaryActions",int, ,"FK,PK"
IdLanguage,dbo.UploadFiles,int, ,FK
idLenguage,"dbo.GatewayReturnCode,dbo.LenguageResource_BK191105,dbo.AccountTypePayer,dbo.Lenguage,dbo.LenguageResource,dbo.CountryLenguage",int, ,"FK,PK"
IdLenguageResource,"dbo.LenguageResource_BK191105,dbo.LenguageResources,dbo.LenguageResource",int, ,PK
IdLikes,moneyalert.Likes,int, ,PK
idLocation,"Elastic.AgentLocationSearch_BK191001,dbo.Location_BK191001,dbo.BK_ElasticAgentLocationSearch_1242,Elastic.AgentLocationSearch,Elastic.AgentLocationSearch_EMPLEADOSMEX,Elastic.AgentLocationSearch_NewIX,Elastic.AgentLocationSearch_BK191216,dbo.Location,Elastic.AgentLocationSearch_BK200114",int, , 
idLocationIndex,"Elastic.AgentLocationSearch_BK191001,dbo.BK_ElasticAgentLocationSearch_1242,Elastic.AgentLocationSearch,Elastic.AgentLocationSearch_EMPLEADOSMEX,Elastic.AgentLocationSearch_NewIX,Elastic.AgentLocationSearch_BK191216,Elastic.AgentLocationSearch_BK200114",varchar,200, 
IdLog,"Soporte.InfoLogForListener,Soporte.InfoLogForListener,dbo.LogTransferXML,dbo.GeneralUpdateTablesLog,dbo.LogMobileListener,dbo.LogForListenerWinService,dbo.LogForListener,dbo.LogForListener,dbo.CC_AccVerifByAg,dbo.SpecialCommissionRuleLog,dbo.SpecialCommissionRuleRangesLog,dbo.errorOfacLFL",int, ,"FK,PK"
IdLogAccVerif,dbo.Agent,int, , 
IdLogAgentSchemaSpread,dbo.LogAgentSchemaSpread,int, , 
IdLogBiller,BillPayment.LogForBillers,int, , 
IdLogBillPayment,BillPayment.LogBillPaymentResponse,int, ,PK
IdLogCustomer,dbo.LogCustomerSearch,int, ,PK
IdLogData,dbo.LogDataCorp,int, , 
IdLogDB,dbo.LogDbCorp,int, , 
IdLogDetail,dbo.SpecialCommissionRuleRangesLog,int, ,PK
IdLogFAX,FAX.ErrorLogForStoreProcedures,int, ,PK
IdLogForJobProcess,dbo.LogForJobProcess,bigint, ,PK
IdLogImages,dbo.LogForImages,int, ,PK
IdLogin,"lunex.Login,lunex.Login,lunex.Login",int, ,PK
IdLogLunex,"lunex.LogLunex,lunex.LogLunex",int, ,PK
IdLogRegalii,Regalii.LogRegalii,int, ,PK
IdLogTransferTo,"TransFerTo.LogTransferTo,TransFerTo.LogTransferTo",int, ,PK
IdLogUserAssigment,dbo.LogUserAssigment,int, ,PK
idLogWaiting,dbo.LogForWaitingProcess,int, ,PK
IdMachineData,dbo.CertificateMachineData,int, ,PK
IdMacroFinanciera,dbo.MacroFinancieraSerial,int, ,PK
IdMacroFinancieraLogFileTXT,dbo.MacroFinancieraLogFileTXT,int, , 
IdMailQueue,"dbo.MailQueue,dbo.MailAttachment",bigint, , 
IdMaskBiller,BillPayment.MaskForBillers,int, , 
IdMaskConfiguration,"dbo.MaskConfiguration,dbo.MaskIncremental",int, ,"FK,PK"
IdMaskIncremental,dbo.MaskIncremental,int, , 
IdMaxCustFeeByState,dbo.CC_MaxCustFeeByState,int, ,PK
IdMaxiCollection,dbo.MaxiCollection,int, ,PK
IdMaxiCollectionAssign,"dbo.MaxiCollectionAssigntmp,dbo.MaxiCollectionAssign",int, ,PK
IdMaxiCollectionDetail,dbo.MaxiCollectionDetail,int, ,PK
IdMaxiDepartment,"Corp.MaxiDepartment,Corp.AgentSuspendedSubStatus",int, ,"FK,PK"
IdMerchIdState,Softgate.MerchIdState,int, , 
IdMessage,"dbo.AgentNotificacionReminder,msg.Messages,dbo.CheckNoteNotification,msg.MessageSubcribers,Teleprompter.MessagesToClose,dbo.TransferNoteNotification,dbo.TransferClosedNoteNotification",int, ,"FK,PK"
IdMessageLastValue,msg.MessageLastValues,int, ,PK
IdMessageProvider,"msg.MessageLastValues,msg.Messages,msg.MessageProviders",int, ,"FK,PK"
IdMessageStatus,"msg.MessageSubcribers,msg.MessageSubscriberDetails,msg.MessageStatus",int, ,"FK,PK"
IdMessageSubscriber,"msg.MessageSubcribers,msg.MessageSubscriberDetails",int, ,"FK,PK"
IdMessageSuscriberDetail,msg.MessageSubscriberDetails,int, ,PK
IdMessageType,"Infinite.MessageTypes,Infinite.TextMessageInfinite",int, ,"FK,PK"
IdModule,"dbo.Modulo,dbo.Option,dbo.OptionTemp",int, ,"FK,PK"
IdModuloMaster,"dbo.ModuloMaster,dbo.Modulo",int, ,"FK,PK"
IdMoneyBelongToCustomer,"dbo.TransferRequestedOWB,dbo.MoneyBelongToCustomer,dbo.PretransferRequestedOWB",int, , 
IdMonitorSettings,dbo.AMLP_MonitorSettings,int, ,PK
IdMultiIRDPrintReport,Corp.MultiIRDPrintReport,int, , 
IdNews,"dbo.AgentNews,dbo.AgentNews,dbo.News",int, ,"FK,PK"
IdNote,"dbo.ActionNotes,Regalii.Notes,InternalSalesMonitor.Notes",int, ,PK
IdNoteType,"InternalSalesMonitor.Notes,InternalSalesMonitor.NoteTypes",int, ,"FK,PK"
IdNotification,dbo.Notifications,int, ,PK
IdNotificationType,dbo.Notifications,int, , 
IDNotLegible,MaxiMobile.TransferAdditionalInfo,bit, , 
IdNSEntity,"dbo.NSCatalogEntity,dbo.NSCatalogEntity",int, ,FK
IdNumber,"dbo.Owner-old,dbo.Ownerofac,dbo.OwnerREsp05Agsoto2021,dbo.Owner",nvarchar,-1, 
IdNumberRequired,"dbo.KYCRule,dbo.DenyListCustomerActions,dbo.DenyListBeneficiaryActions",bit, , 
IdOccupation,"dbo.DictionarySubCategoryOccupation,dbo.Customer,dbo.DictionaryOccupation,dbo.OnWhoseBehalf,dbo.CustomerMirror",int, ,"FK,PK"
IdOFACAction,"OfacAudit.OfacAuditReview,dbo.CheckOFACReview,dbo.TransferOFACReview,dbo.OFACAction",int, ,PK
IdOFACAction1,"dbo.CheckOFACInfo,dbo.TransferOFACInfo",int, , 
IdOFACAction2,"dbo.CheckOFACInfo,dbo.TransferOFACInfo",int, , 
IdOfacAudit,"dbo.OfacAudit,dbo.OfacAuditDetail",int, ,"FK,PK"
IdOfacAuditDetail,"OfacAudit.OfacAuditReview,OfacAudit.OfacAuditMatchReview,dbo.OfacAuditDetail,dbo.OfacAuditMatch",int, ,"FK,PK"
IdOfacAuditMatch,dbo.OfacAuditMatch,int, ,PK
IdOfacAuditMatchReview,OfacAudit.OfacAuditMatchReview,int, ,PK
IdOfacAuditReview,OfacAudit.OfacAuditReview,int, ,PK
IdOfacAuditStatus,"dbo.OfacAuditStatus,dbo.OfacAuditDetail",int, ,"FK,PK"
IdOfacAuditType,"dbo.OfacAuditType,dbo.OfacAuditDetail",int, ,"FK,PK"
IdOfacKycCheck,dbo.OfacKycCheck,int, ,PK
IdOfacLog,dbo.OfacLog,int, ,PK
IdOfacValidation,"Corp.OfacValidation,Corp.OfacValidationDetail",int, ,"FK,PK"
IdOfacValidationDetail,"Corp.OfacValidationReviewHistory,Corp.OfacValidationDetail,Corp.OfacValidationDetailMatch",int, ,"FK,PK"
IdOfacValidationDetailMatch,"Corp.OfacValidationDetailMatch,Corp.OfacValidationDetailMatchAka",int, ,"FK,PK"
IdOfacValidationDetailMatchAka,Corp.OfacValidationDetailMatchAka,int, ,PK
IdOfacValidationEntityType,"Corp.OfacValidationEntityType,Corp.OfacValidationDetail,Corp.OfacValidationDetailMatch",int, ,"FK,PK"
IdOfacValidationReviewHistory,Corp.OfacValidationReviewHistory,int, ,PK
IdOfacValidationStatus,Corp.OfacValidationStatus,int, ,PK
IdOnWhoseBehalf,"dbo.TransferToBeClosed,BillPayment.TransferR,Regalii.TransferR,dbo.Transfer,dbo.PreTransfer,dbo.OnWhoseBehalf,dbo.TransferClosed,dbo.PreTransferClosed",int, ,"FK,PK"
IdOption,"dbo.OptionUsers_BK_20191029,dbo.OptionUsersBP,dbo.Option,dbo.ActionAllowed,dbo.OptionUsers,dbo.OptionUsers,dbo.OptionUsersBPTemp,dbo.OptionTemp,dbo.OptionUsersTemp,dbo.OptionUsersTemp",int, ,"FK,PK"
IdOrder,dbo.BancoUnionOrderNum,int, ,PK
IdOriginCurrency,"DTOne.Product,TransFerTo.Product",int, ,FK
IdOtherChargesMemo,"dbo.OtherChargesMemo,dbo.AgentOtherCharge",int, ,"FK,PK"
IdOtherChargesOption,dbo.OtherChargesOption,int, , 
IdOtherProduct,"dbo.RelationAgentBalanceServiceOtherProduct,Operation.ProductTransfer,dbo.OtherProductReturnCodeType,TransFerTo.Response,Operation.SchemaDefaultForProduct,Regalii.Billers,dbo.AgentOtherProduct,TransFerTo.TransferTTo,dbo.profitHelper,lunex.TransferLN,lunex.SKUTypeToOtherProduct,TransFerTo.Schema,dbo.OtherProductCommissionType,dbo.AgentBalanceHelper,dbo.AgentOtherProductInfo",int, ,FK
IdOtherProductCommissionType,"dbo.FeeByOtherProducts,dbo.CommissionByOtherProducts,dbo.OtherProductCommissionType",int, ,PK
IdOtherProducts,"dbo.ModuloMaster,dbo.FeeByOtherProducts,dbo.CommissionByOtherProducts,dbo.OtherProducts,dbo.AgentProducts,BillPayment.Aggregator",int, ,"FK,PK"
IdOwner,"dbo.Owner-old,dbo.AgentApplication,dbo.Agent,dbo.Ownerofac,dbo.OwnerREsp05Agsoto2021,dbo.AgentApplicationsResp05Agosto2021,dbo.CollectionNotificationRule,dbo.SpecialCommissionRule,dbo.Owner,dbo.SpecialCommissionRuleLog,dbo.AgentApplications,dbo.AgentMirror",int, ,"FK,PK"
IdPagosIntLogFileTXT,dbo.PagosIntLogFileTXT,int, , 
IdParameter,"dbo.AMLP_Parameter,dbo.AMLP_ParameterDetail,dbo.AMLP_SuspiciousAgentDetail,dbo.AMLP_ParameterConsiderationList,dbo.AMLP_ParameterConsiderationList",int, ,"FK,PK"
IdParameterConsiderationList,dbo.AMLP_ParameterConsiderationList,int, ,PK
IdParameterDetail,dbo.AMLP_ParameterDetail,int, ,PK
IdPayer,"dbo.TransferExRates,dbo.RefExRate,dbo.PayerConfig,dbo.ExceptionsAgentApplication,dbo.PayerRounding,dbo.ClaimCodeAddPrefix,ExRateService.ExRateSchedule,dbo.TransfersCustomerInfoByPayer_BAK,dbo.Payer,dbo.RefExRateByGroup,dbo.Branch,dbo.AMLP_RiskPayer,dbo.AMLP_RiskPayer,dbo.AtlasTransaction,dbo.Transfer,dbo.PayerDepositAccount,dbo.PreTransfer,dbo.PayerCommission,dbo.TransfersCustomerInfoByPayer,dbo.AccountTypePayer,dbo.KYCRule,dbo.payercomm,dbo.DashboardForGatewayCountry,dbo.ClaimCodeNotificationRules,Soporte.AgentSchemasByPayerElectra,Soporte.AgentSchemasByPayerCoppel,dbo.PayerSurrogateConfig,dbo.TransferClosed,dbo.PreTransferClosed",int, ,"FK,PK"
IdPayer,"dbo.TransferExRates,dbo.RefExRate,dbo.PayerConfig,dbo.ExceptionsAgentApplication,dbo.PayerRounding,dbo.ClaimCodeAddPrefix,ExRateService.ExRateSchedule,dbo.TransfersCustomerInfoByPayer_BAK,dbo.Payer,dbo.RefExRateByGroup,dbo.Branch,dbo.AMLP_RiskPayer,dbo.AMLP_RiskPayer,dbo.AtlasTransaction,dbo.Transfer,dbo.PayerDepositAccount,dbo.PreTransfer,dbo.PayerCommission,dbo.TransfersCustomerInfoByPayer,dbo.AccountTypePayer,dbo.KYCRule,dbo.payercomm,dbo.DashboardForGatewayCountry,dbo.ClaimCodeNotificationRules,Soporte.AgentSchemasByPayerElectra,Soporte.AgentSchemasByPayerCoppel,dbo.PayerSurrogateConfig,dbo.TransferClosed,dbo.PreTransferClosed",nvarchar,-1,"FK,PK"
IdPayerAmountBase,dbo.PayerAmountBase,int, ,PK
IdPayerCommission,dbo.PayerCommission,int, ,PK
IdPayerConfig,"dbo.PayerConfig,dbo.AgentSchemaDetail,dbo.AgentSchemaDetailFeeLog,dbo.AgentSchemaDetailCommissionLog,dbo.AgentSchemaDetailTempSpreadLog,dbo.AgentSchemaDetailSpreadLog,MoneyGram.Country,dbo.PayerConfigCommission,dbo.PayerAmountBase,dbo.PayerConfigScheduleLog,dbo.ValidationRules",int, ,"FK,PK"
IdPayerConfigCommission,dbo.PayerConfigCommission,int, ,PK
IdPayerConfigScheduleLog,dbo.PayerConfigScheduleLog,int, ,PK
IdPayerDepositAccunt,dbo.PayerDepositAccount,int, ,PK
IdPayerNew,Soporte.CustomerDepositAccountMigration,int, , 
IdPayerOriginal,Soporte.CustomerDepositAccountMigration,int, , 
IdPayerRounding,dbo.PayerRounding,bigint, ,PK
IdPayerSurrogate,dbo.PayerSurrogateConfig,int, ,FK
IdPayerSurrogateConfig,dbo.PayerSurrogateConfig,int, ,PK
IdPaymentMethod,"dbo.Transfer,dbo.PreTransfer,dbo.PaymentMethod,dbo.TransferClosed,dbo.PreTransferClosed",int, ,"FK,PK"
IdPaymentType,"dbo.PayerConfig,dbo.AmountBaseByCurrency,dbo.PayerRounding,dbo.AMLP_RiskPayer,dbo.AMLP_RiskPayer,dbo.PaymentType,dbo.AtlasTransaction,dbo.Transfer,dbo.StatusToSendCellularMsg,dbo.PreTransfer,dbo.PayerCommission,dbo.KYCRule,dbo.GatewayCatalog,dbo.TransferClosed,dbo.PreTransferClosed",int, ,"FK,PK"
IdPCAgentPosTerminal,dbo.PCAgentPosTerminal,int, ,PK
IdPcIdentifier,"dbo.PcIdentifier,dbo.AgentPc,dbo.AgentPc,dbo.UserPcAccess,dbo.PCAgentPosTerminal",int, ,"FK,PK"
IdPendingFilesAgent,dbo.PendingFilesAgent,int, ,PK
IdPendingfilesAgentApp,dbo.PendingFilesAgentApp,int, ,PK
IdPersonRole,"moneyalert.ChatDetail,moneyalert.Likes",int, , 
IdPhoneType,"moneyalert.BeneficiaryMobile,moneyalert.CustomerMobile,moneyalert.PhoneType",int, ,"FK,PK"
IdPhoneValidation,dbo.PhoneValidation,int, ,PK
IdPosActionType,"dbo.PosTransfer,dbo.PosActionType",int, ,PK
IdPosSettlement,"dbo.PosSettlement,dbo.PosSettlementTerminalTotal,dbo.PosSettlementGiftTotal",int, ,"FK,PK"
IdPosSettlementGiftTotal,dbo.PosSettlementGiftTotal,int, ,PK
IdPosSettlementTerminalTotal,dbo.PosSettlementTerminalTotal,int, ,PK
IdPosStatus,"dbo.PosStatus,dbo.PosTransfer",smallint, ,PK
IdPosTerminal,"dbo.PosSettlement,dbo.PosTerminal,dbo.AgentPosTerminal,dbo.AgentPosTerminal",int, ,"FK,PK"
IdPosting,BillPayment.Posting,int, ,PK
IdPosTransfer,dbo.PosTransfer,int, ,PK
idPreTransfer,"dbo.PreTransferSSN,dbo.PreTransfer,dbo.BrokenRulesByPretransfer,dbo.PretransferRequestedOWB,MoneyGram.Transaction,MoneyGram.CommunicationLogs,dbo.TransferReasonNotCustomerPhone,dbo.PreTransferTrackingLog",int, ,"FK,PK"
IdPreTransferClosed,dbo.PreTransferClosed,int, ,PK
IdPretransferRequestedOWB,dbo.PretransferRequestedOWB,int, ,PK
IdPreviousCommission,dbo.AgentSchemaDetailCommissionLog,int, , 
IdPreviousFee,dbo.AgentSchemaDetailFeeLog,int, , 
IdPreviousSpreadValue,dbo.AgentSchemaDetailSpreadLog,int, , 
IdPrimaryAgent,dbo.AgentGroup,int, ,FK
IdPriority,"dbo.Tickets,Infinite.Priority,Infinite.TextMessageInfinite",int, ,"FK,PK"
IdProcessJob,dbo.NSProcessJob,int, ,PK
IdProcessor,dbo.Processors,int, , 
IdProcessType,"dbo.NSProcessType,dbo.NSProcessJob",int, ,"FK,PK"
IdProcessTypeParent,dbo.NSProcessType,int, ,FK
IdProduct,"dbo.CellularPurchaseTransactions,dbo.ProductsLog,DTOne.Product,dbo.Tickets,TransFerTo.Product,TransFerTo.Schema",int, ,"FK,PK"
IdProductDTO,DTOne.Product,int, , 
IdProductGroup,TransFerTo.ProductGroup,int, ,PK
IdProductsByProvider,"dbo.ProductsByProvider,dbo.BillAccounts",int, , 
IdProductTransfer,"BillPayment.LogBillPaymentResponse,Operation.ProductTransfer,dbo.PureMinutesTransaction,Operation.ProductTransferDetail,BillPayment.TransferR,dbo.PureMinutesTopUpTransaction,Regalii.TransferR,TransFerTo.TransferTTo,lunex.TransferLN",bigint, ,"FK,PK"
IdProductTransferDetail,"Operation.ProductTransferDetail,Operation.ProductTransferNote",bigint, ,"FK,PK"
IdProductTransferNote,Operation.ProductTransferNote,bigint, ,PK
IdProfitData,dbo.ProfitData,int, ,PK
IdProvider,"Operation.ProductTransfer,dbo.ProductsByProvider,dbo.ProviderCredential,dbo.ProviderContact,dbo.Providers",int, ,"FK,PK"
IdProviderContact,dbo.ProviderContact,int, ,PK
IdProviderCredential,dbo.ProviderCredential,int, ,PK
IdPureMinutes,"dbo.PureMinutesTransaction,dbo.PureMinutesResponseLog",int, ,PK
IdPureMinutes,"dbo.PureMinutesTransaction,dbo.PureMinutesResponseLog",nvarchar,-1,PK
IdPureMinutesInfo,dbo.PureMinutesInfo,int, , 
IdPureMinutesStatus,dbo.PureMinutesStatus,int, ,PK
IdPureMinutesTopUp,"dbo.PureMinutesTopUpTransaction,dbo.PureMinutesTopUpResponseLog",int, ,PK
IdPureMinutesTopUp,"dbo.PureMinutesTopUpTransaction,dbo.PureMinutesTopUpResponseLog",nvarchar,-1,PK
IdQueueFax,"dbo.FaxFileHistory,dbo.QueueFaxes",int, ,"FK,PK"
IdQueueFaxStatus,"dbo.QueueFaxesStatus,dbo.QueueFaxes",int, ,"FK,PK"
IdQuickbook,"dbo.OtherChargesMemo,dbo.Quickbook",int, ,PK
IdReason,CheckConfig.ReasonBanksRejetedChecks,int, , 
IdReasonClose,dbo.AgentReasonClose,int, ,PK
IdReasonForCancel,"dbo.Transfer,dbo.ReasonForCancel,dbo.TransferClosed",int, ,"FK,PK"
IdReasonNotCustomerCellphone,"dbo.ReasonNotCustomerCellphone,dbo.TransferReasonNotCustomerPhone",int, ,PK
IdReference,"dbo.ContactEmail,dbo.AMLP_ParameterConsiderationList,dbo.EvaluationOFACAutoRelease,dbo.GatewayCatalog,MoneyGram.EnumeratorMap,dbo.UploadFiles",int, , 
IdReference,"dbo.ContactEmail,dbo.AMLP_ParameterConsiderationList,dbo.EvaluationOFACAutoRelease,dbo.GatewayCatalog,MoneyGram.EnumeratorMap,dbo.UploadFiles",varchar,200, 
IdRefExRate,dbo.RefExRate,int, ,PK
IdRefExRateByGroup,dbo.RefExRateByGroup,int, ,PK
IdRelation,"dbo.RelationAgentApplicationWithAgent,dbo.RelationAgentBusinessType",int, ,PK
IdRelationCountyCountyClass,dbo.RelationCountyCountyClass,int, ,PK
IdRelationTimeZoneState,dbo.RelationTimeZoneState,int, ,PK
IdRelationTransferDocumentStatus,dbo.RelationTransferDocumentStatus,int, ,PK
IdRequestType,"TransFerTo.RequestType,TransFerTo.LogTransferTo",int, ,"FK,PK"
idReserved,dbo.TransferByHoldReserved,int, , 
IdResponse,"BillPayment.ResPonseCodesAggregator,TransFerTo.Response",int, ,PK
IdReturnCodeType,"dbo.OtherProductReturnCodeType,TransFerTo.Response",int, ,"FK,PK"
IdReturnedReason,dbo.CheckRejectHistory,int, , 
IdReverseAgentOtherCharge,dbo.ReverseAgentOtherCharge,int, ,PK
IdRiskPayer,dbo.AMLP_RiskPayer,int, ,PK
IdRow,dbo.GeneralUpdateTablesLog,int, , 
IdRule,"dbo.BrokenRulesByTransfer,dbo.BrokenRulesByPretransfer,dbo.KYCRule,MoneyOrder.SaleRecordBrokenRules",int, ,"FK,PK"
IdS,Soporte.StateToDelete,bigint, , 
IdSaleRecord,"MoneyOrder.SaleRecordOFACLog,MoneyOrder.SaleRecordDetails,MoneyOrder.SaleRecord,MoneyOrder.SaleRecordBrokenRules,MoneyOrder.SaleRecordHold,MoneyOrder.SaleRecordClearingInfo",int, ,"FK,PK"
IdSaleRecordBrokenRules,MoneyOrder.SaleRecordBrokenRules,int, ,PK
IdSaleRecordClearingInfo,MoneyOrder.SaleRecordClearingInfo,int, ,PK
IdSaleRecordDetails,MoneyOrder.SaleRecordDetails,int, ,PK
IdSaleRecordHold,MoneyOrder.SaleRecordHold,int, ,PK
IdSaleRecordOFACLog,MoneyOrder.SaleRecordOFACLog,int, ,PK
IdSalesRep,collection.GroupsDetail,int, , 
IdSBGatewayMessageLog,"dbo.SBSendGatewayMessageLog,dbo.SBReceiveGatewayMessageLog",int, , 
IdSBOriginMessageLog,"dbo.SBMessageLog,dbo.SBSendOriginMessageLog,dbo.SBReceiveOriginMessageLog",int, ,PK
IdSBUpdateMessageLog,"dbo.SBReceiveUpdateMessageLog,dbo.SBSendUpdateMessageLog",int, , 
IdScaleAmountBase,"dbo.ScaleAmountBase,dbo.PayerAmountBase",int, ,"FK,PK"
IdScaleRounding,"dbo.ScaleRounding,dbo.PayerRounding",bigint, ,PK
IdScaleRounding,"dbo.ScaleRounding,dbo.PayerRounding",int, ,PK
IdScannerProcessFiles,dbo.ScannerProcessFile,int, ,PK
IdSchema,"BillPayment.TransferR,Operation.SchemaDefaultForProduct,Regalii.TransferR,TransFerTo.TransferTTo,lunex.TransferLN,TransFerTo.Schema,TransFerTo.AgentSchema,TransFerTo.AgentSchema",int, ,"FK,PK"
IdSeller,"dbo.TransferFraud,dbo.Transfer,dbo.PreTransfer,dbo.Notifications,dbo.TransferClosed,dbo.PreTransferClosed",int, ,FK
IdSellerSessionLog,dbo.SellerSessionLog,int, ,PK
IdSequence,"MoneyOrder.SaleRecord,MoneyOrder.Sequence,MoneyOrder.SequenceDetail",int, ,"FK,PK"
IdSequenceDetail,MoneyOrder.SequenceDetail,int, ,PK
IdSequenceMovement,"MoneyOrder.SequenceMovement,MoneyOrder.Sequence",int, ,"FK,PK"
IdSequenceMovementType,"MoneyOrder.SequenceMovementType,MoneyOrder.SequenceMovement",int, ,"FK,PK"
IdSequenceStatus,"MoneyOrder.SequenceStatus,MoneyOrder.Sequence,MoneyOrder.SequenceDetail",int, ,"FK,PK"
IdService,Services.EmailConfig,int, , 
IdServiceCredential,lunex.ServiceCredential,int, , 
IdServiceLogInfinite,Infinite.ServiceLogInfinite,bigint, ,PK
IdServiceLogLunex,lunex.ServiceLogLunex,int, ,PK
IdServiCentro,dbo.ServiCentroSerial,int, ,PK
IdServiCentroLogFileTXT,dbo.ServiCentroLogFileTXT,int, , 
IdSKUTypeToOtherProduct,lunex.SKUTypeToOtherProduct,int, ,PK
IdSoftgateTerminalId,dbo.SoftgateTerminalIds,int, ,PK
IdSpecialChangeStatusValidation,dbo.SpecialChangeStatusValidation,int, , 
IdSpecialCommissionBalance,"dbo.SpecialCommissionBalance,dbo.SpecialCommissionBalanceExternal",int, ,"FK,PK"
IdSpecialCommissionBalanceExternal,dbo.SpecialCommissionBalanceExternal,int, ,PK
IdSpecialCommissionRule,"dbo.SpecialCommissionBalance,Corp.SpecialCommissionRuleRelCountry,Corp.SpecialCommissionRuleRelCountry,dbo.SpecialCommissionRule,dbo.SpecialCommissionRuleLog,dbo.SpecialCommissionRuleRanges,dbo.SpecialCommissionRuleRangesLog",int, ,"FK,PK"
IdSpecialCommissionRuleRange,"dbo.SpecialCommissionRuleRanges,dbo.SpecialCommissionRuleRangesLog",int, ,PK
idSpread,"dbo.AgentSchemaDetail,dbo.Spread,dbo.SpreadDetail,Soporte.AgentSchemasByPayerElectra,Soporte.AgentSchemasByPayerCoppel",int, ,"FK,PK"
IdSpreadDetail,dbo.SpreadDetail,int, ,PK
IdSSISConfigMail,dbo.SSISConfigMail,bigint, ,PK
idState,"BillPayment.StateForBillers,Elastic.AgentLocationSearch_BK191001,dbo.Location_BK191001,Soporte.CitiesToDelete,dbo.Citybkp20211111,dbo.State,dbo.City,dbo.AgentBankDepositStateRelation,dbo.AgentBankDepositStateRelation,dbo.ZipCodeTimeZone,CheckConfig.BankAccount,dbo.State_BK191113,dbo.CitySearch,dbo.StateNote,dbo.BK_ElasticAgentLocationSearch_1242,dbo.KYCRule,dbo.UploadFilesDetail,Elastic.AgentLocationSearch,Elastic.AgentLocationSearch_EMPLEADOSMEX,Elastic.AgentLocationSearch_NewIX,dbo.CC_MaxCustFeeByState,dbo.County,Elastic.AgentLocationSearch_BK191216,dbo.Location,Elastic.AgentLocationSearch_BK200114,dbo.RelationTimeZoneState",int, ,"FK,PK"
IdStateBiller,BillPayment.StateForBillers,int, , 
IdStateConfig,BillPayment.ValidationRules,int, ,FK
IdStateCountryRequired,"dbo.KYCRule,dbo.DenyListCustomerActions,dbo.DenyListBeneficiaryActions",bit, , 
IdStateDestination,dbo.KYCRule,int, , 
IdStateEmission,dbo.Owner,int, , 
IdStateFee,dbo.StateFee,int, ,PK
IdStateNote,dbo.StateNote,int, ,PK
